,Top-1,Top-3,Top-5,EXAM,MFR,MAR
barinel,2.0,2.0,2.0,0.0,1.0,1.0
dstar,2.0,2.0,2.0,0.0,1.0,1.0
jaccard,2.0,2.0,2.0,0.0,1.0,1.0
meco,2.0,2.0,2.0,0.0,1.0,1.0
ochiai,2.0,2.0,2.0,0.0,1.0,1.0
ochiai2,2.0,2.0,2.0,0.0,1.0,1.0
opt,2.0,2.0,2.0,0.0,1.0,1.0
tarantula,2.0,2.0,2.0,0.0,1.0,1.0
sgf_1,2.0,2.0,2.0,0.0,1.0,1.0
sgf_2,2.0,2.0,2.0,0.0,1.0,1.0
fo1,2.0,2.0,2.0,0.0,1.0,1.0
fo2,2.0,2.0,2.0,0.0,1.0,1.0
fo7,2.0,2.0,2.0,0.0,1.0,1.0
fo8,2.0,2.0,2.0,0.0,1.0,1.0
fo17,2.0,2.0,2.0,0.0,1.0,1.0
