Project,Bug,barinel_Top-1,barinel_Top-3,barinel_Top-5,barinel_EXAM,barinel_MFR,barinel_MAR,dstar_Top-1,dstar_Top-3,dstar_Top-5,dstar_EXAM,dstar_MFR,dstar_MAR,jaccard_Top-1,jaccard_Top-3,jaccard_Top-5,jaccard_EXAM,jaccard_MFR,jaccard_MAR,meco_Top-1,meco_Top-3,meco_Top-5,meco_EXAM,meco_MFR,meco_MAR,ochiai_Top-1,ochiai_Top-3,ochiai_Top-5,ochiai_EXAM,ochiai_MFR,ochiai_MAR,ochiai2_Top-1,ochiai2_Top-3,ochiai2_Top-5,ochiai2_EXAM,ochiai2_MFR,ochiai2_MAR,opt_Top-1,opt_Top-3,opt_Top-5,opt_EXAM,opt_MFR,opt_MAR,tarantula_Top-1,tarantula_Top-3,tarantula_Top-5,tarantula_EXAM,tarantula_MFR,tarantula_MAR,sgf_1_Top-1,sgf_1_Top-3,sgf_1_Top-5,sgf_1_EXAM,sgf_1_MFR,sgf_1_MAR,sgf_2_Top-1,sgf_2_Top-3,sgf_2_Top-5,sgf_2_EXAM,sgf_2_MFR,sgf_2_MAR,fo1_Top-1,fo1_Top-3,fo1_Top-5,fo1_EXAM,fo1_MFR,fo1_MAR,fo2_Top-1,fo2_Top-3,fo2_Top-5,fo2_EXAM,fo2_MFR,fo2_MAR,fo7_Top-1,fo7_Top-3,fo7_Top-5,fo7_EXAM,fo7_MFR,fo7_MAR,fo8_Top-1,fo8_Top-3,fo8_Top-5,fo8_EXAM,fo8_MFR,fo8_MAR,fo17_Top-1,fo17_Top-3,fo17_Top-5,fo17_EXAM,fo17_MFR,fo17_MAR
Lang,11,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
Lang,12,0.0,0.0,1.0,0.0784313725490196,4.0,4.0,0.0,1.0,1.0,0.0196078431372549,2.0,2.0,0.0,1.0,1.0,0.0196078431372549,2.0,2.0,0.0,1.0,1.0,0.0196078431372549,2.0,2.0,0.0,1.0,1.0,0.0196078431372549,2.0,2.0,0.0,1.0,1.0,0.0392156862745098,3.0,3.0,0.0,1.0,1.0,0.0196078431372549,2.0,2.0,0.0,1.0,1.0,0.0392156862745098,3.0,3.0,0.0,1.0,1.0,0.0196078431372549,2.0,2.0,0.0,1.0,1.0,0.0392156862745098,3.0,3.0,0.0,0.0,0.0,0.9803921568627451,6.0,6.0,0.0,1.0,1.0,0.020833333333333332,2.0,2.0,0.0,1.0,1.0,0.0196078431372549,2.0,2.0,0.0,0.0,1.0,0.08333333333333333,4.0,4.0,0.0,1.0,1.0,0.0196078431372549,2.0,2.0
Lang,13,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
Lang,14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.999236641221374,3.0,3.0,0.0,1.0,1.0,0.0007874015748031496,2.0,2.0,0.0,1.0,1.0,0.999236641221374,3.0,3.0,0.0,1.0,1.0,0.0007874015748031496,2.0,2.0,0.0,0.0,0.0,0.9801526717557252,15.0,15.0
Lang,15,0.0,0.0,1.0,0.03405430280717901,4.0,4.75,0.0,1.0,1.0,0.0009203865623561896,2.0,4.25,0.0,0.0,1.0,0.02208927749654855,4.0,5.5,0.0,1.0,1.0,0.0013805798435342844,2.0,9.5,0.0,0.0,1.0,0.02208927749654855,4.0,7.0,0.0,0.0,1.0,0.02208927749654855,4.0,7.0,0.0,1.0,1.0,0.0041417395306028535,3.0,13.5,0.0,0.0,1.0,0.03405430280717901,4.0,4.75,0.0,0.0,1.0,0.02208927749654855,4.0,7.0,0.0,1.0,1.0,0.0050621260929590425,3.0,13.5,0.0,0.0,1.0,0.8380119650253106,4.0,7.0,0.0,0.0,1.0,0.02335766423357664,4.0,7.0,0.0,0.0,0.0,0.839852738150023,6.0,6.75,0.0,0.0,1.0,0.03600973236009732,5.0,6.5,0.0,1.0,1.0,0.004601932811780948,3.0,6.0
Lang,16,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.0167973124300112,2.0,2.0,0.0,1.0,1.0,0.971444568868981,3.0,3.0,0.0,1.0,1.0,0.016753321779318313,2.0,2.0,0.0,1.0,1.0,0.9720044792833147,3.0,3.0,0.0,1.0,1.0,0.016753321779318313,2.0,2.0,0.0,1.0,1.0,0.016237402015677492,2.0,2.0
Lang,17,0.0,0.0,0.0,0.06772908366533864,8.0,13.666666666666666,0.0,0.0,0.0,0.06772908366533864,8.0,13.666666666666666,0.0,0.0,0.0,0.06772908366533864,8.0,13.666666666666666,0.0,0.0,0.0,0.06772908366533864,8.0,13.666666666666666,0.0,0.0,0.0,0.06772908366533864,8.0,13.666666666666666,0.0,0.0,0.0,0.06772908366533864,8.0,13.666666666666666,0.0,0.0,0.0,0.06772908366533864,8.0,23.666666666666668,0.0,0.0,0.0,0.06772908366533864,8.0,13.666666666666666,0.0,0.0,0.0,0.06772908366533864,8.0,13.666666666666666,0.0,0.0,0.0,0.06772908366533864,8.0,13.666666666666666,1.0,1.0,1.0,0.500398406374502,1.0,7.166666666666667,0.0,0.0,0.0,0.06913183279742766,9.0,14.166666666666666,0.0,1.0,1.0,0.501195219123506,2.0,7.666666666666667,0.0,0.0,0.0,0.06913183279742766,9.0,14.166666666666666,0.0,0.0,0.0,0.9657370517928286,26.0,31.666666666666668
Lang,18,0.0,0.0,0.0,0.33992094861660077,20.0,20.5,0.0,0.0,0.0,0.3241106719367589,19.0,19.5,0.0,0.0,0.0,0.33992094861660077,20.0,20.5,0.0,0.0,0.0,0.3241106719367589,19.0,19.5,0.0,0.0,0.0,0.33992094861660077,20.0,20.5,0.0,0.0,0.0,0.33992094861660077,20.0,20.5,0.0,0.0,0.0,0.33992094861660077,20.0,20.5,0.0,0.0,0.0,0.33992094861660077,20.0,20.5,0.0,0.0,0.0,0.33992094861660077,20.0,20.5,0.0,0.0,0.0,0.33992094861660077,20.0,20.5,0.0,0.0,0.0,0.7885375494071146,21.0,21.5,0.0,0.0,0.0,0.3870967741935484,20.0,20.5,0.0,0.0,0.0,0.8003952569169961,21.0,21.5,0.0,0.0,0.0,0.3870967741935484,20.0,20.5,0.0,0.0,0.0,0.8003952569169961,38.0,38.5
Lang,19,0.0,0.0,1.0,0.12698412698412698,4.0,7.0,0.0,0.0,1.0,0.09523809523809523,4.0,7.0,0.0,1.0,1.0,0.09523809523809523,3.0,6.0,0.0,0.0,1.0,0.12698412698412698,4.0,7.0,0.0,0.0,1.0,0.09523809523809523,4.0,7.0,0.0,0.0,1.0,0.09523809523809523,4.0,6.666666666666667,0.0,1.0,1.0,0.06349206349206349,3.0,9.0,0.0,0.0,1.0,0.12698412698412698,4.0,7.0,0.0,0.0,1.0,0.09523809523809523,4.0,7.0,0.0,1.0,1.0,0.06349206349206349,3.0,6.333333333333333,1.0,1.0,1.0,0.5079365079365079,1.0,4.333333333333333,0.0,0.0,0.0,0.26229508196721313,6.0,8.0,0.0,1.0,1.0,0.6190476190476191,3.0,5.333333333333333,0.0,0.0,0.0,0.26229508196721313,6.0,8.0,0.0,0.0,0.0,0.2857142857142857,6.0,8.333333333333334
Lang,20,0.0,1.0,1.0,0.000779423226812159,2.0,3.0,0.0,1.0,1.0,0.000779423226812159,2.0,3.0,0.0,1.0,1.0,0.000779423226812159,2.0,3.0,0.0,1.0,1.0,0.000779423226812159,2.0,3.0,0.0,1.0,1.0,0.000779423226812159,2.0,3.0,0.0,1.0,1.0,0.000779423226812159,2.0,3.0,0.0,1.0,1.0,0.01558846453624318,3.0,4.0,0.0,1.0,1.0,0.000779423226812159,2.0,3.0,0.0,1.0,1.0,0.000779423226812159,2.0,3.0,0.0,1.0,1.0,0.000779423226812159,2.0,3.0,0.0,1.0,1.0,0.9727201870615745,3.0,4.0,0.0,1.0,1.0,0.016025641025641024,3.0,4.0,0.0,1.0,1.0,0.01558846453624318,3.0,4.5,0.0,1.0,1.0,0.0008012820512820513,2.0,3.5,0.0,1.0,1.0,0.01558846453624318,3.0,4.5
Lang,21,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
Lang,22,0.0,0.0,1.0,0.1346153846153846,5.0,5.0,0.0,1.0,1.0,0.1,3.0,3.0,0.0,0.0,1.0,0.11923076923076924,4.0,4.0,0.0,0.0,1.0,0.1346153846153846,5.0,5.0,0.0,1.0,1.0,0.1,3.0,3.0,0.0,0.0,1.0,0.11923076923076924,4.0,4.0,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.0,1.0,0.12692307692307692,4.0,4.0,0.0,1.0,1.0,0.1,3.0,3.0,0.0,1.0,1.0,0.05384615384615385,2.0,2.0,0.0,0.0,0.0,0.9961538461538462,10.0,10.0,0.0,0.0,1.0,0.17829457364341086,5.0,5.0,0.0,0.0,0.0,0.9961538461538462,10.0,10.0,0.0,0.0,1.0,0.19767441860465115,5.0,5.0,0.0,0.0,1.0,0.17692307692307693,4.0,4.0
Lang,23,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
Lang,24,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.11779448621553884,11.0,11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.11779448621553884,11.0,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9398496240601504,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Lang,25,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
Lang,26,0.0,1.0,1.0,0.013953488372093023,3.0,3.0,0.0,1.0,1.0,0.009302325581395349,2.0,2.0,0.0,1.0,1.0,0.013953488372093023,3.0,3.0,0.0,1.0,1.0,0.009302325581395349,2.0,2.0,0.0,1.0,1.0,0.013953488372093023,3.0,3.0,0.0,1.0,1.0,0.013953488372093023,3.0,3.0,0.0,1.0,1.0,0.013953488372093023,3.0,3.0,0.0,1.0,1.0,0.013953488372093023,3.0,3.0,0.0,1.0,1.0,0.013953488372093023,3.0,3.0,0.0,1.0,1.0,0.013953488372093023,3.0,3.0,0.0,0.0,0.0,0.9976744186046511,8.0,8.0,0.0,0.0,0.0,0.3895705521472393,7.0,7.0,0.0,0.0,0.0,0.9976744186046511,8.0,8.0,0.0,0.0,0.0,0.3895705521472393,7.0,7.0,0.0,0.0,0.0,0.9604651162790697,19.0,19.0
Lang,27,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0,0.0,1.0,1.0,0.8948896631823461,3.0,3.0,0.0,1.0,1.0,0.004156769596199525,2.0,2.0,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0,0.0,1.0,1.0,0.004156769596199525,2.0,2.0,0.0,1.0,1.0,0.0040650406504065045,2.0,2.0
Lang,28,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4642857142857143,3.0,3.0,0.0,1.0,1.0,0.018518518518518517,2.0,2.0,0.0,1.0,1.0,0.4642857142857143,3.0,3.0,0.0,1.0,1.0,0.018518518518518517,2.0,2.0,0.0,1.0,1.0,0.017857142857142856,2.0,2.0
Lang,29,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
Lang,30,0.0,1.0,1.0,0.0018157058556513845,2.0,6.4,1.0,1.0,1.0,0.0022696323195642307,1.0,7.1,1.0,1.0,1.0,0.0022696323195642307,1.0,6.5,0.0,1.0,1.0,0.0031774852473899226,2.0,6.7,1.0,1.0,1.0,0.0027235587834770767,1.0,6.3,1.0,1.0,1.0,0.0013617793917385383,1.0,6.7,0.0,0.0,1.0,0.01270994098955969,4.0,8.7,0.0,1.0,1.0,0.008624602814344077,2.0,4.2,1.0,1.0,1.0,0.0027235587834770767,1.0,6.3,0.0,1.0,1.0,0.003631411711302769,3.0,7.9,1.0,1.0,1.0,0.5002269632319565,1.0,6.6,1.0,1.0,1.0,0.0004589261128958238,1.0,6.9,0.0,1.0,1.0,0.0009078529278256923,2.0,4.9,0.0,1.0,1.0,0.0013767783386874712,2.0,6.8,1.0,1.0,1.0,0.0009078529278256923,1.0,7.2
Lang,31,0.0,1.0,1.0,0.0009124087591240876,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0009124087591240876,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9863138686131386,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.989507299270073,3.0,3.0,0.0,1.0,1.0,0.0009225092250922509,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0
Lang,32,0.0,1.0,1.0,0.011513157894736841,3.0,5.5,0.0,1.0,1.0,0.01644736842105263,2.0,4.5,0.0,1.0,1.0,0.011513157894736841,3.0,5.5,0.0,1.0,1.0,0.01644736842105263,2.0,4.5,0.0,1.0,1.0,0.011513157894736841,3.0,5.5,0.0,1.0,1.0,0.011513157894736841,3.0,5.5,0.0,1.0,1.0,0.007401315789473684,3.0,5.5,0.0,1.0,1.0,0.011513157894736841,3.0,5.5,0.0,1.0,1.0,0.011513157894736841,3.0,5.5,0.0,1.0,1.0,0.011513157894736841,3.0,5.5,0.0,0.0,1.0,0.9399671052631579,4.0,6.75,0.0,1.0,1.0,0.011647254575707155,3.0,5.75,0.0,0.0,1.0,0.9523026315789473,4.0,6.75,0.0,1.0,1.0,0.011647254575707155,3.0,5.75,0.0,0.0,0.0,0.8914473684210527,8.0,14.0
Lang,33,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.05259203606311044,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.05259203606311044,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9609316303531179,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Lang,34,0.0,0.0,0.0,0.2508513053348468,44.0,44.0,0.0,0.0,0.0,0.06129398410896708,14.0,14.0,0.0,0.0,0.0,0.07037457434733257,16.0,16.0,0.0,0.0,0.0,0.0681044267877412,16.0,16.0,0.0,0.0,0.0,0.07037457434733257,16.0,16.0,0.0,0.0,0.0,0.06923950056753689,16.0,16.0,0.0,1.0,1.0,0.004540295119182747,2.0,2.0,0.0,0.0,0.0,0.16458569807037457,18.0,18.0,0.0,0.0,0.0,0.07037457434733257,16.0,16.0,0.0,0.0,0.0,0.05902383654937571,14.0,14.0,0.0,0.0,0.0,0.8456299659477866,51.0,51.0,0.0,0.0,0.0,0.19895968790637192,16.0,16.0,0.0,0.0,0.0,0.8456299659477866,51.0,51.0,0.0,0.0,0.0,0.2106631989596879,19.0,19.0,0.0,1.0,1.0,0.1112372304199773,3.0,3.0
